Process ID,Memory Required,Duration
4136,53,2
4137,49,4
4138,34,15
4139,53,14
4140,29,12
4141,18,1
4142,93,13
4143,81,16
4144,33,4
4145,51,7
4146,6,3
4147,77,10
4148,72,8
4149,93,15
4150,31,11
4151,86,3
4152,10,4
4153,58,6
4154,96,10
4155,8,10
4156,85,12
4157,94,3
4158,13,8
4159,87,9
4160,73,12
4161,56,1
4162,16,10
4163,81,4
4164,87,13
4165,17,10
4166,25,2
4167,11,7
4168,65,8
4169,11,13
4170,29,4
4171,56,9
4172,68,5
4173,46,6
4174,44,3
4175,81,7
4176,91,10
4177,75,16
4178,54,15
4179,59,14
4180,3,4
4181,76,4
4182,7,6
4183,40,3
4184,32,9
4185,70,6
4186,84,12
4187,12,10
4188,42,15
4189,25,10
4190,88,14
4191,89,12
4192,72,12
4193,80,7
4194,96,14
4195,72,12
4196,32,5
4197,58,11
4198,14,1
4199,64,3
4200,23,11
4201,39,13
4202,21,12
4203,6,12
4204,6,5
4205,17,13
4206,15,6
4207,71,14
4208,90,1
4209,32,4
4210,68,2
4211,7,11
4212,41,7
4213,30,13
4214,44,11
4215,73,14
4216,62,4
4217,50,14
4218,18,14
4219,20,3
4220,54,8
4221,2,11
4222,64,3
4223,51,11
4224,89,16
4225,89,12
4226,29,11
4227,59,15
4228,84,8
4229,43,15
4230,16,13
4231,18,11
4232,76,6
4233,35,12
4234,38,13
4235,4,14
4236,54,13
4237,71,11
4238,32,14
4239,88,12
4240,26,1
4241,57,2
4242,78,7
4243,37,7
4244,75,16
4245,58,3
4246,39,2
4247,70,1
4248,26,4
4249,40,15
4250,55,14
4251,66,2
4252,45,13
4253,29,16
4254,70,5
4255,15,9
4256,62,3
4257,43,9
4258,34,2
4259,1,10
4260,62,15
4261,42,8
4262,26,13
4263,100,2
4264,51,16
4265,51,8
4266,52,14
4267,26,11
4268,17,6
4269,2,9
4270,66,13
4271,11,6
4272,90,13
4273,47,16
4274,53,11
4275,93,16
4276,34,13
4277,43,12
4278,12,15
4279,75,10
4280,47,16
4281,97,13
4282,26,15
4283,93,11
4284,35,4
4285,76,1
4286,8,15
4287,35,8
4288,24,15
4289,26,8
4290,55,5
4291,4,11
4292,86,10
4293,49,14
4294,97,9
4295,49,13
4296,51,12
4297,55,8
4298,98,1
4299,59,8
4300,21,15
4301,50,10
4302,75,13
4303,87,3
4304,48,15
4305,70,10
4306,91,15
4307,16,12
4308,10,14
4309,14,12
4310,44,4
4311,4,11
4312,74,16
4313,39,10
4314,8,16
4315,65,11
4316,35,8
4317,80,12
4318,20,11
4319,44,15
4320,5,14
4321,55,11
4322,36,2
4323,72,9
4324,85,8
4325,9,2
4326,31,8
4327,79,4
4328,60,13
4329,81,11
4330,8,5
4331,6,15
4332,29,16
4333,60,15
4334,63,9
4335,18,15
4336,95,6
4337,61,4
4338,33,11
4339,24,2
4340,4,10
4341,13,2
4342,40,8
4343,70,1
4344,24,7
4345,22,3
4346,89,9
4347,98,15
4348,97,11
4349,66,8
4350,39,9
4351,70,11
4352,53,6
4353,35,11
4354,34,3
4355,71,2
4356,99,16
4357,23,7
4358,98,9
4359,18,15
4360,1,1
4361,85,7
4362,68,2
4363,61,10
4364,69,7
4365,55,16
4366,92,11
4367,73,3
4368,73,10
4369,86,10
4370,56,14
4371,35,12
4372,51,3
4373,76,14
4374,51,5
4375,77,11
4376,83,12
4377,34,3
4378,2,4
4379,96,15
4380,6,4
4381,55,9
4382,72,4
4383,80,9
4384,98,7
4385,100,4
4386,26,1
4387,48,12
4388,43,13
4389,1,5
4390,87,4
4391,9,2
4392,5,11
4393,16,12
4394,2,12
4395,28,4
4396,19,13
4397,23,3
4398,19,4
4399,72,5
4400,47,11
4401,95,8
4402,29,3
4403,45,9
4404,34,11
4405,16,5
4406,47,3
4407,80,2
4408,66,10
4409,34,9
4410,52,10
4411,17,2
4412,79,9
4413,92,7
4414,21,4
4415,4,13
4416,40,9
4417,78,1
4418,100,8
4419,56,1
4420,91,2
4421,52,4
4422,22,1
4423,100,9
4424,57,1
4425,17,9
4426,58,3
4427,5,7
4428,84,13
4429,84,1
4430,92,16
4431,44,15
4432,65,14
4433,49,12
4434,61,8
4435,69,3
4436,16,14
4437,10,7
4438,6,5
4439,91,11
4440,54,1
4441,32,4
4442,48,12
4443,87,9
4444,99,12
4445,71,9
4446,58,16
4447,76,10
4448,55,6
4449,28,6
4450,99,1
4451,99,5
4452,99,2
4453,57,5
4454,52,9
4455,23,9
4456,73,6
4457,4,14
4458,18,11
4459,47,2
4460,61,6
4461,23,14
4462,24,8
4463,4,1
4464,48,9
4465,68,9
4466,36,6
4467,13,11
4468,8,4
4469,93,7
4470,44,10
4471,11,4
4472,89,12
4473,34,11
4474,72,7
4475,55,13
4476,51,14
4477,86,13
4478,37,13
4479,4,3
4480,83,15
4481,54,15
4482,69,7
4483,9,12
4484,22,3
4485,30,2
4486,58,7
4487,68,16
4488,10,8
4489,95,12
4490,38,6
4491,29,4
4492,64,8
4493,18,3
4494,49,8
4495,42,14
4496,26,16
4497,39,8
4498,68,6
4499,61,12
4500,39,5
4501,6,8
4502,54,3
4503,3,12
4504,85,7
4505,25,11
4506,12,6
4507,75,15
4508,83,14
4509,63,7
4510,47,10
4511,62,13
4512,14,16
4513,96,10
4514,92,16
4515,84,16
4516,36,7
4517,50,1
4518,7,3
4519,7,13
4520,22,5
4521,57,13
4522,48,16
4523,96,10
4524,50,11
4525,70,1
4526,70,4
4527,10,11
4528,57,1
4529,52,11
4530,28,1
4531,83,8
4532,36,10
4533,30,1
4534,50,13
4535,88,4
4536,72,13
4537,89,5
4538,8,15
4539,73,6
4540,78,3
4541,33,8
4542,94,3
4543,73,8
4544,21,14
4545,67,6
4546,38,4
4547,48,2
4548,17,16
4549,60,1
4550,36,8
4551,30,6
4552,95,2
4553,69,13
4554,50,10
4555,28,5
4556,15,11
4557,75,13
4558,3,6
4559,11,15
4560,51,11
4561,16,3
4562,70,10
4563,88,8
4564,97,5
4565,22,16
4566,33,16
4567,47,5
4568,34,1
4569,85,1
4570,3,2
4571,48,14
4572,7,13
4573,94,12
4574,45,7
4575,89,13
4576,76,11
4577,21,15
4578,91,9
4579,14,8
4580,17,10
4581,87,1
4582,61,6
4583,89,1
4584,2,9
4585,25,2
4586,67,2
4587,41,5
4588,44,14
4589,2,12
4590,16,11
4591,71,8
4592,98,8
4593,72,7
4594,20,2
4595,67,15
4596,67,1
4597,67,9
4598,95,12
4599,35,2
4600,100,13
4601,68,6
4602,100,9
4603,47,7
4604,53,8
4605,87,10
4606,69,14
4607,1,3
4608,48,1
4609,61,8
4610,20,2
4611,13,11
4612,35,12
4613,27,6
4614,42,4
4615,73,15
4616,48,6
4617,32,7
4618,19,15
4619,98,13
4620,38,6
4621,41,13
4622,91,9
4623,67,15
4624,80,2
4625,34,2
4626,31,8
4627,40,14
4628,61,4
4629,69,1
4630,85,14
4631,52,4
4632,83,3
4633,65,14
4634,35,5
4635,26,11
4636,20,8
4637,72,13
4638,72,16
4639,54,9
4640,42,6
4641,36,5
4642,64,16
4643,98,12
4644,63,10
4645,66,7
4646,61,1
4647,71,9
4648,98,15
4649,49,10
4650,27,16
4651,67,4
4652,74,15
4653,18,11
4654,70,4
4655,4,8
4656,15,3
4657,57,4
4658,32,8
4659,43,5
4660,48,12
4661,83,10
4662,20,14
4663,74,10
4664,30,10
4665,92,14
4666,89,9
4667,4,8
4668,14,2
4669,36,16
4670,20,1
4671,58,8
4672,48,13
4673,18,12
4674,77,1
4675,56,16
4676,60,5
4677,39,8
4678,85,10
4679,13,15
4680,7,8
4681,88,14
4682,26,15
4683,47,15
4684,9,12
4685,56,8
4686,71,8
4687,73,6
4688,1,2
4689,4,2
4690,25,5
4691,29,1
4692,46,5
4693,76,8
4694,96,14
4695,13,10
4696,20,6
4697,26,14
4698,10,10
4699,32,16
4700,40,8
4701,70,7
4702,36,4
4703,19,8
4704,37,6
4705,28,10
4706,28,13
4707,98,12
4708,7,16
4709,54,13
4710,22,4
4711,52,9
4712,31,6
4713,39,13
4714,97,10
4715,59,9
4716,31,10
4717,63,4
4718,30,10
4719,45,8
4720,87,7
4721,51,16
4722,72,5
4723,29,9
4724,13,15
4725,48,15
4726,75,14
4727,51,12
4728,76,14
4729,91,14
4730,19,3
4731,77,11
4732,72,9
4733,47,13
4734,60,1
4735,98,2
4736,100,6
4737,98,4
4738,38,13
4739,7,7
4740,87,7
4741,17,6
4742,88,16
4743,36,9
4744,73,15
4745,79,6
4746,83,13
4747,13,13
4748,51,9
4749,60,11
4750,4,5
4751,49,3
4752,24,2
4753,52,8
4754,28,14
4755,39,9
4756,57,9
4757,98,14
4758,24,4
4759,27,15
4760,50,12
4761,31,3
4762,69,16
4763,14,15
4764,36,7
4765,80,12
4766,10,6
4767,65,6
4768,74,9
4769,54,7
4770,79,13
4771,44,9
4772,81,15
4773,69,14
4774,59,8
4775,3,14
4776,41,15
4777,61,1
4778,12,13
4779,22,1
4780,20,2
4781,93,9
4782,52,11
4783,63,9
4784,65,14
4785,55,6
4786,7,2
4787,7,15
4788,71,10
4789,57,16
4790,79,3
4791,64,10
4792,24,8
4793,22,5
4794,92,13
4795,53,11
4796,25,11
4797,64,7
4798,72,5
4799,56,8
4800,16,5
4801,58,15
4802,51,16
4803,10,8
4804,39,13
4805,71,3
4806,49,6
4807,66,13
4808,17,1
4809,5,3
4810,92,2
4811,73,9
4812,13,5
4813,2,1
4814,1,12
4815,27,3
4816,72,5
4817,17,11
4818,12,3
4819,40,13
4820,81,1
4821,54,13
4822,74,5
4823,45,14
4824,87,8
4825,74,4
4826,56,14
4827,19,15
4828,97,13
4829,70,4
4830,78,13
4831,66,15
4832,24,15
4833,95,6
4834,69,4
4835,70,15
4836,39,10
4837,74,5
4838,10,13
4839,15,3
4840,19,1
4841,52,12
4842,27,8
4843,17,14
4844,11,3
4845,65,3
4846,90,16
4847,30,12
4848,18,9
4849,85,10
4850,55,11
4851,82,4
4852,32,7
4853,26,1
4854,53,11
4855,78,6
4856,16,6
4857,45,3
4858,44,13
4859,45,2
4860,81,6
4861,90,4
4862,84,3
4863,33,6
4864,4,12
4865,46,11
4866,50,5
4867,2,11
4868,40,4
4869,2,2
4870,1,4
4871,34,4
4872,56,9
4873,55,10
4874,90,5
4875,72,11
4876,93,8
4877,38,4
4878,63,13
4879,37,12
4880,1,10
4881,29,16
4882,10,11
4883,55,13
4884,84,2
4885,62,2
4886,95,14
4887,54,9
4888,79,4
4889,86,2
4890,84,12
4891,8,14
4892,59,7
4893,82,7
4894,82,3
4895,58,13
4896,31,15
4897,51,2
4898,85,7
4899,37,15
4900,63,15
4901,19,1
4902,18,6
4903,43,7
4904,91,1
4905,96,15
4906,71,2
4907,85,12
4908,32,8
4909,64,1
4910,87,2
4911,1,10
4912,68,2
4913,100,6
4914,88,9
4915,6,15
4916,22,14
4917,22,7
4918,47,9
4919,57,12
4920,57,13
4921,93,2
4922,41,11
4923,33,15
4924,51,11
4925,84,3
4926,48,15
4927,15,3
4928,67,1
4929,78,12
4930,56,8
4931,89,2
4932,17,16
4933,54,11
4934,97,10
4935,7,15
4936,82,15
4937,29,8
4938,60,7
4939,95,14
4940,55,2
4941,100,7
4942,89,10
4943,79,1
4944,78,3
4945,66,1
4946,62,16
4947,95,16
4948,98,16
4949,66,2
4950,6,15
4951,61,12
4952,34,14
4953,73,4
4954,17,4
4955,14,5
4956,55,14
4957,90,3
4958,28,11
4959,40,16
4960,39,16
4961,49,1
4962,38,16
4963,42,2
4964,16,15
4965,63,9
4966,42,3
4967,92,2
4968,85,1
4969,50,11
4970,37,6
4971,98,11
4972,26,6
4973,80,3
4974,73,16
4975,62,1
4976,64,11
4977,1,9
4978,36,10
4979,13,12
4980,51,14
4981,18,16
4982,23,12
4983,26,9
4984,39,12
4985,29,15
4986,47,12
4987,40,10
4988,74,5
4989,28,11
4990,85,7
4991,38,8
4992,34,14
4993,26,2
4994,79,7
4995,94,13
4996,2,3
4997,30,7
4998,86,8
4999,95,1
5000,84,11
5001,49,5
5002,27,10
5003,68,10
5004,33,3
5005,91,12
5006,67,9
5007,71,4
5008,59,6
5009,84,16
5010,51,16
5011,81,2
5012,15,16
5013,99,12
5014,78,7
5015,54,14
5016,15,9
5017,38,10
5018,89,13
5019,9,13
5020,47,5
5021,90,9
5022,83,9
5023,65,8
5024,7,3
5025,29,11
5026,59,3
5027,60,7
5028,73,3
5029,62,8
5030,31,8
5031,99,13
5032,25,11
5033,56,7
5034,22,15
5035,98,16
5036,38,2
5037,64,7
5038,90,14
5039,95,5
5040,73,16
5041,30,6
5042,34,11
5043,40,10
5044,80,15
5045,48,14
5046,81,3
5047,56,4
5048,66,12
5049,82,6
5050,17,11
5051,36,4
5052,43,12
5053,12,12
5054,64,1
5055,34,4
5056,79,5
5057,62,6
5058,69,11
5059,91,9
5060,90,16
5061,94,8
5062,62,16
5063,61,7
5064,92,4
5065,20,4
5066,17,15
5067,79,5
5068,49,2
5069,36,11
5070,61,13
5071,79,16
5072,72,7
5073,23,13
5074,97,9
5075,47,5
5076,38,3
5077,100,16
5078,44,13
5079,57,11
5080,18,13
5081,42,13
5082,94,2
5083,35,6
5084,24,1
5085,12,1
5086,73,16
5087,10,1
5088,33,11
5089,48,13
5090,5,7
5091,12,1
5092,5,11
5093,21,6
5094,90,15
5095,42,12
5096,38,10
5097,23,9
5098,94,10
5099,95,3
5100,90,2
5101,94,7
5102,12,5
5103,26,4
5104,67,16
5105,65,12
5106,54,4
5107,34,10
5108,68,8
5109,43,12
5110,14,15
5111,65,1
5112,35,6
5113,17,9
5114,7,1
5115,11,15
5116,53,8
5117,25,2
5118,84,7
5119,13,14
5120,19,1
5121,91,16
5122,10,15
5123,6,6
5124,86,11
5125,96,6
5126,35,10
5127,29,3
5128,14,13
5129,20,6
5130,71,1
5131,99,3
5132,95,14
5133,69,5
5134,57,3
5135,14,14
5136,8,4
5137,80,9
5138,43,16
5139,49,8
5140,50,3
5141,79,16
5142,66,16
5143,75,5
5144,86,3
5145,32,8
5146,6,15
5147,55,16
5148,26,5
5149,79,4
5150,35,11
5151,99,4
5152,61,4
5153,49,14
5154,72,10
5155,11,4
5156,12,13
5157,66,3
5158,59,1
5159,8,7
5160,11,1
5161,42,8
5162,5,11
5163,26,3
5164,92,4
5165,31,4
5166,48,2
5167,43,16
5168,24,14
5169,48,8
5170,95,3
5171,38,1
5172,16,14
5173,41,9
5174,55,5
5175,32,10
5176,23,14
5177,68,14
5178,18,13
5179,52,14
5180,86,12
5181,5,12
5182,52,8
5183,89,16
5184,99,8
5185,100,8
5186,38,10
5187,53,15
5188,78,2
5189,16,9
5190,81,10
5191,9,8
5192,94,5
5193,20,6
5194,76,14
5195,96,7
5196,98,14
5197,22,11
5198,61,11
5199,32,11
5200,93,3
5201,50,14
5202,39,4
5203,29,3
5204,38,10
5205,70,16
5206,77,6
5207,21,9
5208,43,16
5209,58,14
5210,73,3
5211,87,8
5212,89,13
5213,69,1
5214,31,12
5215,37,5
5216,94,14
5217,23,13
5218,55,2
5219,65,15
5220,97,8
5221,29,2
5222,20,4
5223,93,3
5224,58,4
5225,29,15
5226,3,14
5227,16,12
5228,80,5
5229,11,3
5230,49,8
5231,95,6
5232,96,8
5233,21,12
5234,91,2
5235,41,12
5236,42,16
5237,1,13
5238,41,5
5239,94,1
5240,13,3
5241,39,11
5242,28,12
5243,1,13
5244,16,5
5245,99,4
5246,24,3
5247,18,8
5248,56,2
5249,88,15
5250,48,12
5251,63,10
5252,95,11
5253,33,15
5254,57,8
5255,57,13
5256,92,15
5257,11,9
5258,40,11
5259,15,7
5260,26,12
5261,86,10
5262,81,15
5263,7,11
5264,64,13
5265,96,7
5266,19,12
5267,70,13
5268,69,10
5269,74,8
5270,20,2
5271,72,13
5272,74,7
5273,57,4
5274,56,15
5275,81,3
5276,87,7
5277,90,14
5278,95,6
5279,100,2
5280,31,11
5281,77,16
5282,6,7
5283,89,8
5284,44,6
5285,6,10
5286,18,16
5287,19,2
5288,9,5
5289,38,6
5290,86,15
5291,8,6
5292,88,9
5293,75,7
5294,94,4
5295,57,15
5296,61,13
5297,90,15
5298,34,16
5299,52,12
5300,90,4
5301,28,6
5302,30,7
5303,31,1
5304,58,5
5305,17,15
5306,38,10
5307,71,15
5308,42,14
5309,52,1
5310,71,7
5311,10,8
5312,76,8
5313,72,6
5314,88,5
5315,55,5
5316,8,3
5317,25,13
5318,32,14
5319,23,15
5320,57,5
5321,87,14
5322,31,1
5323,23,12
5324,79,13
5325,92,1
5326,44,12
5327,96,8
5328,57,5
5329,75,11
5330,78,3
5331,37,3
5332,39,7
5333,60,6
5334,95,8
5335,59,15
5336,65,3
5337,13,11
5338,61,16
5339,40,13
5340,40,13
5341,4,4
5342,52,16
5343,53,5
5344,71,9
5345,2,1
5346,96,15
5347,22,13
5348,36,8
5349,62,15
5350,43,2
5351,100,9
5352,25,9
5353,51,13
5354,18,6
5355,64,9
5356,80,12
5357,29,9
5358,93,3
5359,82,3
5360,33,4
5361,7,6
5362,34,10
5363,74,2
5364,32,5
5365,49,9
5366,56,15
5367,14,1
5368,58,5
5369,52,5
5370,40,14
5371,56,1
5372,69,3
5373,31,15
5374,58,16
5375,90,13
5376,60,11
5377,48,1
5378,84,7
5379,30,14
5380,75,16
5381,37,5
5382,8,7
5383,62,4
5384,41,3
5385,73,3
5386,77,5
5387,85,7
5388,65,13
5389,63,5
5390,40,3
5391,13,5
5392,3,15
5393,99,10
5394,12,11
5395,71,4
5396,100,12
5397,36,4
5398,87,8
5399,17,3
5400,37,8
5401,94,8
5402,67,14
5403,83,10
5404,11,8
5405,25,13
5406,16,10
5407,69,8
5408,89,4
5409,41,10
5410,85,9
5411,30,4
5412,10,8
5413,8,12
5414,34,7
5415,20,7
5416,20,7
5417,89,9
5418,51,5
5419,33,10
5420,19,4
5421,54,1
5422,89,14
5423,7,13
5424,80,11
5425,63,1
5426,34,5
5427,62,12
5428,41,12
5429,39,3
5430,92,4
5431,58,13
5432,61,16
5433,68,11
5434,45,13
5435,63,4
5436,29,6
5437,37,8
5438,26,14
5439,28,3
5440,46,4
5441,75,10
5442,68,8
5443,100,15
5444,77,8
5445,54,2
5446,66,3
5447,49,10
5448,74,12
5449,98,13
5450,67,9
5451,16,5
5452,27,10
5453,7,3
5454,79,2
5455,6,11
5456,43,2
5457,81,9
5458,47,7
5459,2,16
5460,6,4
5461,83,5
5462,94,8
5463,64,2
5464,7,14
5465,73,15
5466,7,4
5467,94,16
5468,45,13
5469,54,13
5470,40,6
5471,88,13
5472,5,12
5473,94,5
5474,73,16
5475,1,3
5476,17,7
5477,89,13
5478,46,4
5479,74,6
5480,57,7
5481,34,11
5482,81,6
5483,87,4
5484,91,7
5485,63,14
5486,85,14
5487,35,15
5488,20,15
5489,22,9
5490,98,1
5491,30,3
5492,86,3
5493,39,16
5494,75,3
5495,51,6
5496,64,6
5497,89,8
5498,99,16
5499,46,16
5500,45,14
5501,60,4
5502,23,6
5503,5,6
5504,62,1
5505,64,8
5506,36,6
5507,13,6
5508,87,9
5509,65,11
5510,42,8
5511,3,12
5512,100,3
5513,1,13
5514,32,8
5515,19,12
5516,5,14
5517,35,1
5518,72,12
5519,24,1
5520,62,10
5521,43,6
5522,92,3
5523,60,8
5524,1,2
5525,31,15
5526,10,13
5527,54,15
5528,33,6
5529,62,5
5530,96,4
5531,53,8
5532,38,13
5533,88,11
5534,31,8
5535,66,4
5536,11,3
5537,65,4
5538,93,13
5539,37,9
5540,89,1
5541,38,9
5542,19,8
5543,14,5
5544,11,12
5545,69,14
5546,41,16
5547,21,4
5548,14,8
5549,76,8
5550,94,1
5551,66,3
5552,56,6
5553,68,11
5554,67,5
5555,3,6
5556,17,16
5557,68,9
5558,16,4
5559,62,2
5560,81,16
5561,7,11
5562,93,15
5563,69,2
5564,39,3
5565,2,16
5566,29,9
5567,17,15
5568,79,5
5569,94,5
5570,57,11
5571,91,13
5572,37,11
5573,63,9
5574,91,16
5575,96,11
5576,65,3
5577,38,9
5578,7,15
5579,90,15
5580,71,11
5581,28,16
5582,45,2
5583,53,2
5584,37,9
5585,53,4
5586,71,7
5587,10,12
5588,21,1
5589,86,15
5590,71,9
5591,79,11
5592,8,15
5593,8,15
5594,2,5
5595,11,10
5596,30,1
5597,55,8
5598,16,15
5599,39,13
5600,75,13
5601,99,9
5602,83,6
5603,74,2
5604,26,2
5605,76,15
5606,84,10
5607,7,12
5608,92,7
5609,19,5
5610,96,10
5611,50,2
5612,8,6
5613,36,3
5614,36,8
5615,64,10
5616,37,2
5617,95,7
5618,72,13
5619,1,4
5620,22,6
5621,87,2
5622,58,11
5623,80,14
5624,70,12
5625,18,3
5626,64,6
5627,24,5
5628,9,7
5629,71,16
5630,29,4
5631,6,2
5632,26,15
5633,40,15
5634,79,11
5635,100,12
5636,18,2
5637,41,4
5638,49,9
5639,26,9
5640,47,14
5641,78,12
5642,7,6
5643,9,10
5644,16,4
5645,46,4
5646,10,1
5647,16,9
5648,26,14
5649,37,5
5650,77,7
5651,64,11
5652,59,6
5653,34,13
5654,100,2
5655,91,4
5656,24,15
5657,3,9
5658,79,8
5659,31,8
5660,2,11
5661,39,16
5662,32,6
5663,42,13
5664,59,10
5665,68,13
5666,44,12
5667,85,2
5668,97,4
5669,54,8
5670,14,13
5671,97,1
5672,10,6
5673,30,13
5674,94,3
5675,30,9
5676,61,6
5677,57,3
5678,59,16
5679,86,1
5680,8,15
5681,89,16
5682,60,1
5683,11,1
5684,6,15
5685,67,11
5686,35,9
5687,43,13
5688,1,11
5689,32,15
5690,90,5
5691,64,12
5692,23,7
5693,3,6
5694,65,2
5695,65,6
5696,7,4
5697,28,6
5698,77,9
5699,16,16
5700,69,10
5701,34,16
5702,15,14
5703,34,7
5704,14,2
5705,95,13
5706,26,13
5707,100,16
5708,9,2
5709,19,2
5710,28,14
5711,56,15
5712,99,16
5713,35,5
5714,44,13
5715,95,15
5716,88,10
5717,22,7
5718,21,13
5719,32,9
5720,18,6
5721,17,4
5722,22,7
5723,68,6
5724,81,16
5725,88,13
5726,33,9
5727,52,12
5728,38,10
5729,51,12
5730,74,9
5731,38,8
5732,75,9
5733,65,11
5734,55,7
5735,32,13
5736,22,1
5737,55,13
5738,70,12
5739,87,1
5740,58,13
5741,2,3
5742,69,5
5743,43,6
5744,30,4
5745,56,8
5746,45,4
5747,98,8
5748,49,13
5749,1,7
5750,68,14
5751,61,6
5752,5,5
5753,80,1
5754,100,5
5755,53,1
5756,79,15
5757,72,10
5758,26,15
5759,93,15
5760,35,11
5761,56,9
5762,78,6
5763,92,13
5764,29,12
5765,77,11
5766,45,9
5767,55,11
5768,93,15
5769,70,7
5770,17,13
5771,31,11
5772,58,16
5773,78,11
5774,49,14
5775,17,9
5776,24,11
5777,91,1
5778,10,12
5779,14,9
5780,11,16
5781,63,5
5782,90,7
5783,82,5
5784,10,16
5785,55,16
5786,73,4
5787,60,6
5788,41,10
5789,75,16
5790,73,15
5791,89,3
5792,25,13
5793,43,8
5794,76,8
5795,11,8
5796,59,9
5797,78,5
5798,36,3
5799,64,12
5800,62,7
5801,30,8
5802,92,10
5803,72,5
5804,18,4
5805,49,13
5806,57,16
5807,10,1
5808,67,6
5809,11,5
5810,35,3
5811,3,9
5812,70,2
5813,89,13
5814,84,14
5815,67,11
5816,66,7
5817,68,13
5818,19,16
5819,84,10
5820,55,4
5821,82,3
5822,26,5
5823,14,11
5824,21,7
5825,16,3
5826,18,16
5827,95,11
5828,19,11
5829,74,6
5830,17,13
5831,6,4
5832,94,6
5833,86,12
5834,93,9
5835,69,11
5836,49,16
5837,25,5
5838,84,11
5839,87,14
5840,15,16
5841,14,5
5842,49,8
5843,20,16
5844,99,13
5845,35,16
5846,81,11
5847,66,13
5848,79,8
5849,47,11
5850,13,6
5851,34,9
5852,21,14
5853,75,14
5854,50,12
5855,34,11
5856,72,5
5857,15,3
5858,97,6
5859,23,10
5860,28,15
5861,50,4
5862,29,6
5863,60,6
5864,71,11
5865,20,4
5866,23,11
5867,28,11
5868,57,2
5869,98,5
5870,17,12
5871,42,12
5872,67,12
5873,26,1
5874,93,9
5875,86,13
5876,55,4
5877,19,11
5878,65,14
5879,42,6
5880,28,15
5881,79,8
5882,94,13
5883,96,5
5884,58,4
5885,62,8
5886,30,6
5887,68,15
5888,26,1
5889,61,15
5890,79,11
5891,34,8
5892,54,7
5893,100,14
5894,63,7
5895,96,16
5896,39,4
5897,21,8
5898,49,3
5899,61,10
5900,77,16
5901,41,4
5902,66,16
5903,48,16
5904,75,14
5905,81,5
5906,65,3
5907,8,9
5908,63,12
5909,96,1
5910,48,10
5911,32,6
5912,53,11
5913,82,8
5914,73,1
5915,45,6
5916,66,9
5917,39,15
5918,6,2
5919,24,4
5920,96,16
5921,63,2
5922,14,5
5923,5,5
5924,98,13
5925,99,16
5926,5,3
5927,80,14
5928,57,5
5929,51,6
5930,16,7
5931,1,10
5932,78,10
5933,60,4
5934,99,10
5935,94,10
5936,53,14
5937,83,1
5938,93,14
5939,18,10
5940,82,1
5941,75,15
5942,73,13
5943,55,7
5944,39,8
5945,33,5
5946,71,8
5947,11,6
5948,63,9
5949,17,6
5950,95,1
5951,54,8
5952,72,1
5953,8,7
5954,97,4
5955,50,1
5956,97,9
5957,41,3
5958,28,7
5959,75,12
5960,13,15
5961,20,11
5962,71,7
5963,8,11
5964,87,9
5965,29,10
5966,48,3
5967,80,11
5968,35,15
5969,84,8
5970,47,6
5971,94,8
5972,86,15
5973,13,8
5974,1,3
5975,59,11
5976,81,10
5977,39,12
5978,98,5
5979,16,11
5980,35,5
5981,94,11
5982,86,10
5983,68,15
5984,59,8
5985,13,7
5986,85,8
5987,86,9
5988,33,3
5989,87,11
5990,22,5
5991,33,4
5992,78,2
5993,81,1
5994,97,12
5995,73,6
5996,91,3
5997,57,8
5998,26,2
5999,99,2
6000,27,2
6001,39,7
6002,13,7
6003,41,7
6004,66,14
6005,25,1
6006,26,16
6007,45,1
6008,20,13
6009,29,15
6010,59,13
6011,63,1
6012,37,12
6013,73,12
6014,51,16
6015,84,6
6016,27,11
6017,6,11
6018,95,4
6019,47,10
6020,77,10
6021,96,8
6022,66,8
6023,97,15
6024,8,12
6025,74,11
6026,98,5
6027,68,11
6028,73,14
6029,73,2
6030,31,10
6031,89,16
6032,52,3
6033,1,11
6034,5,2
6035,83,12
6036,27,14
6037,18,6
6038,60,6
6039,26,3
6040,63,13
6041,16,12
6042,91,10
6043,22,10
6044,6,13
6045,78,9
6046,87,5
6047,41,6
6048,69,8
6049,52,2
6050,45,16
6051,16,14
6052,93,10
6053,29,12
6054,36,6
6055,47,11
6056,68,4
6057,29,5
6058,60,9
6059,33,12
6060,79,10
6061,89,6
6062,53,3
6063,32,16
6064,69,9
6065,57,14
6066,55,16
6067,66,1
6068,53,16
6069,96,16
6070,57,9
6071,63,16
6072,25,7
6073,90,8
6074,78,11
6075,84,14
6076,70,10
6077,63,15
6078,11,4
6079,83,3
6080,20,11
6081,26,11
6082,53,12
6083,66,5
6084,57,4
6085,31,3
6086,85,4
6087,4,5
6088,32,4
6089,36,14
6090,61,8
6091,25,2
6092,49,7
6093,78,9
6094,31,4
6095,72,3
6096,60,5
6097,100,3
6098,36,7
6099,85,4
6100,75,3
6101,12,10
6102,80,10
6103,73,8
6104,37,12
6105,19,13
6106,52,5
6107,79,3
6108,34,14
6109,72,16
6110,96,16
6111,42,11
6112,95,14
6113,82,5
6114,51,4
6115,35,4
6116,51,11
6117,82,6
6118,2,4
6119,12,2
6120,19,4
6121,18,3
6122,6,16
6123,43,10
6124,55,7
6125,42,15
6126,29,8
6127,99,4
6128,42,12
6129,68,7
6130,35,4
6131,46,12
6132,89,1
